SN,TEST_DATE,IMEI NUMBER,SFR_L,SFR_R,sample
61A3J023407,2019/3/21 15:04,351852100966638,530.1333,513.0667,79
61A3J023905,2019/3/21 15:05,351852100971612,564.6174,501.12,79
61A3J023522,2019/3/21 15:06,351852100967784,542.08,532.9067,80
61A3J023899,2019/3/21 15:06,351852100971554,525.6533,561.4933,80
61A3J022627,2019/3/21 15:07,351852100958833,510.2933,520.96,80
61A3J023898,2019/3/21 15:08,351852100971547,538.6667,559.5733,80
61A3J023760,2019/3/21 15:08,351852100970168,535.04,533.3333,80
61A3J021625,2019/3/21 15:09,351852100948818,541.8667,520.7467,81
61A3J023900,2019/3/21 15:09,351852100971562,534.4,542.2933,81
61A3J023873,2019/3/21 15:10,351852100971299,561.0667,569.1733,81
61A3J022051,2019/3/21 15:10,351852100953073,554.88,493.2267,81
61A3J023800,2019/3/21 15:11,351852100970564,622.5455,587.5374,81
61A3J024431,2019/3/21 15:12,351852100976876,504.32,504.7467,82
61A3J023448,2019/3/21 15:13,351852100967040,558.5067,523.4595,82
61A3J023732,2019/3/21 15:13,351852100969889,584.5479,528,82
61A3J023869,2019/3/21 15:14,351852100971257,536.1067,549.76,82
61A3J024457,2019/3/21 15:14,351852100977130,564.3034,517.9733,82
61A3J023878,2019/3/21 15:15,351852100971349,540.5867,556.16,83
61A3J024238,2019/3/21 15:16,351852100974947,547.84,533.3333,83
61A3J023517,2019/3/21 15:17,351852100967735,566.8267,597.12,83
61A3J023535,2019/3/21 15:18,351852100967917,613.8592,516.9067,83
61A3J021399,2019/3/21 15:19,351852100946556,545.0667,489.1733,83
61A3J024442,2019/3/21 15:19,351852100976983,565.9733,517.9733,84
61A3J024467,2019/3/21 15:20,351852100977239,533.047,522.88,84
61A3J023893,2019/3/21 15:21,351852100971497,555.7647,525.6533,84
61A3J023758,2019/3/21 15:21,351852100970143,545.0667,545.7067,84
61A3J023759,2019/3/21 15:22,351852100970150,562.9867,543.5733,84
61A3J021320,2019/3/21 15:23,351852100945764,527.5733,516.6933,85
61A3J023896,2019/3/21 15:23,351852100971521,609.5448,546.9867,85
61A3J022242,2019/3/21 15:24,351852100954980,573.2267,544,85
61A3J024434,2019/3/21 15:25,351852100976900,587.6966,521.3867,85
61A3J024526,2019/3/21 15:26,351852100977825,541.6533,507.0933,85
61A3J024470,2019/3/21 15:26,351852100977262,525.6533,506.6667,86
61A3J023757,2019/3/21 15:27,351852100970135,570.6667,558.2933,86
61A3J022816,2019/3/21 15:27,351852100960722,576.4267,539.0933,86
61A3J024432,2019/3/21 15:28,351852100976884,565.6338,547.4133,86
61A3J024683,2019/3/21 15:29,351852100979391,569.8133,628.9231,86
61A3J023462,2019/3/21 15:29,351852100967180,538.88,527.1467,87
61A3J023897,2019/3/21 15:30,351852100971539,551.4667,516.2667,87
61A3J024468,2019/3/21 15:31,351852100977247,532.0533,513.28,87
61A3J023874,2019/3/21 15:32,351852100971307,546.3467,543.1467,87
61A3J024459,2019/3/21 15:32,351852100977155,542.0408,549.3691,87
61A3J023461,2019/3/21 15:33,351852100967172,514.1333,481.0667,88
61A3J021527,2019/3/21 15:34,351852100947836,557.0133,556.8,88
61A3J023832,2019/3/21 15:35,351852100970887,617.1095,533.047,88
61A3J023895,2019/3/21 15:36,351852100971513,577.9459,504.32,88
61A3J023173,2019/3/21 15:36,351852100964294,577.28,599.3759,88
61A3J023776,2019/3/21 15:37,351852100970325,531.4133,521.1733,89
61A3J022000,2019/3/21 15:39,351852100952562,558.08,529.0667,89
61A3J024680,2019/3/21 15:39,351852100979367,565.4054,522.88,89
61A3B004586,2019/3/21 15:40,351852100920221,536.5333,530.1333,89
61A3B003769,2019/3/21 15:41,351852100912053,551.8933,575.5733,89
61A3B004931,2019/3/21 15:42,351852100923670,538.88,523.0933,90
61A3B005846,2019/3/21 15:43,351852100932820,513.92,493.0133,90
61A3B005928,2019/3/21 15:44,351852100933646,550.1867,486.1867,90
61A3B004801,2019/3/21 15:46,351852100922375,553.3867,493.44,90
61A3J022929,2019/3/21 15:47,351852100961852,563.4133,544.8533,90
61A3B004977,2019/3/21 15:49,351852100924132,537.8133,520.32,91
61A3B004864,2019/3/21 15:50,351852100923001,554.0267,541.2267,91
61A3J023769,2019/3/21 15:50,351852100970259,553.8133,624.3077,91
61A3J023766,2019/3/21 15:52,351852100970226,559.36,507.3067,91
61A3J022900,2019/3/21 15:53,351852100961563,519.4667,466.9867,91
61A3J023831,2019/3/21 15:53,351852100970879,529.92,521.3867,92
61A3B003320,2019/3/21 15:54,351852100907566,569.6,567.1351,92
61A3B004985,2019/3/21 15:54,351852100924215,540.8,506.88,92
61A3J023770,2019/3/21 15:55,351852100970267,503.4667,488.32,92
61A3B004190,2019/3/21 15:55,351852100916260,540.3733,530.1333,92
61A3J023700,2019/3/21 15:56,351852100969566,554.0136,523.9467,93
61A3B002125,2019/3/21 15:57,351852100895613,548.48,547.8919,93
61A3B004999,2019/3/21 15:57,351852100924355,563.8919,524.5867,93
61A3B003384,2019/3/21 15:58,351852100908200,538.24,507.9467,93
61A3B002698,2019/3/21 15:58,351852100901346,564.6933,496,93
61A3J023715,2019/3/21 16:00,351852100969715,531.2,485.5467,94
61A3J024502,2019/3/21 16:00,351852100977585,555.3067,557.44,94
61A3J023704,2019/3/21 16:01,351852100969608,545.7067,521.1733,94
61A3J023698,2019/3/21 16:01,351852100969541,524.8,533.76,94
61A3J022564,2019/3/21 16:02,351852100958205,514.1333,630.8571,94
61A3J024679,2019/3/21 16:02,351852100979359,652.3697,567.04,95
61A3J023713,2019/3/21 16:03,351852100969699,576.64,553.8792,95
61A3J022846,2019/3/21 16:04,351852100961027,554.0299,553.4247,95
61A3J021513,2019/3/21 16:04,351852100947695,514.7733,512.4267,95
61A3B005926,2019/3/21 16:05,351852100933620,630.4444,493.0133,95
61A3J022895,2019/3/21 16:05,351852100961514,511.7867,483.84,96
61A3J022494,2019/3/21 16:06,351852100957504,549.3333,547.2215,96
61A3J023699,2019/3/21 16:06,351852100969558,534.6133,527.5733,96
61A3J022888,2019/3/21 16:08,351852100961449,546.1333,510.9333,96
61A3J022491,2019/3/21 16:08,351852100957470,579.2,533.4765,96
61A3J023680,2019/3/21 16:09,351852100969368,561.4933,544.64,97
61A3J021377,2019/3/21 16:09,351852100946333,575.7793,509.0133,97
61A3J022493,2019/3/21 16:10,351852100957496,516.2667,539.9467,97
61A3J022848,2019/3/21 16:10,351852100961043,586.24,557.1007,97
61A3J023697,2019/3/21 16:11,351852100969533,633.1077,542.72,97
61A3J023000,2019/3/21 16:12,351852100962561,511.1467,522.88,98
61A3J021379,2019/3/21 16:12,351852100946358,549.8378,506.6667,98
61A3J021380,2019/3/21 16:13,351852100946366,548.0533,498.1333,98
61A3J023171,2019/3/21 16:14,351852100964278,533.5467,508.3733,98
61A3J024439,2019/3/21 16:15,351852100976959,527.7867,560.3221,98
61A3J024523,2019/3/21 16:15,351852100977791,565.3333,533.3333,99
61A3J022998,2019/3/21 16:16,351852100962546,492.8,519.04,99
61A3J022999,2019/3/21 16:16,351852100962553,606.6849,557.6533,99
61A3J022936,2019/3/21 16:17,351852100961928,570.3262,506.0267,99
61A3J022586,2019/3/21 16:18,351852100958429,549.3333,493.1892,99
61A3J024677,2019/3/21 16:19,351852100979334,572.5867,560.3221,100
61A3J022832,2019/3/21 16:20,351852100960888,508.3733,557.1007,100
61A3J022589,2019/3/21 16:21,351852100958452,529.0667,555.0933,100
61A3J022827,2019/3/21 16:22,351852100960839,561.7297,576.2254,100
61A3J022588,2019/3/21 16:23,351852100958445,564.9067,535.8904,100
61A3J022925,2019/3/21 16:23,351852100961811,548.2667,569.3867,101
61A3J022926,2019/3/21 16:24,351852100961829,572.5867,571.2752,101
61A3J022932,2019/3/21 16:25,351852100961886,522.4533,518.1867,101
61A3J022950,2019/3/21 16:26,351852100962066,540.16,561.6327,101
61A3J023174,2019/3/21 16:26,351852100964302,543.1467,559.36,101
61A3J022585,2019/3/21 16:27,351852100958411,580.6933,527.2483,102
61A3J022923,2019/3/21 16:28,351852100961795,504.5333,504.32,102
61A3J022885,2019/3/21 16:29,351852100961415,555.7333,531.6757,102
61A3J022838,2019/3/21 16:29,351852100960946,552.1067,478.9333,102
61A3J024525,2019/3/21 16:30,351852100977817,537.1733,531.6267,102
61A3J021835,2019/3/21 16:33,351852100950913,558.9333,515.4133,103
61A3J021503,2019/3/21 16:33,351852100947596,562.087,526.72,103
61A3J022997,2019/3/21 16:34,351852100962538,522.4533,514.9867,103
61A3J022583,2019/3/21 16:35,351852100958395,531.4133,513.0667,103
61A3J022382,2019/3/21 16:35,351852100956381,506.88,555.1678,103
61A3J023714,2019/3/21 16:36,351852100969707,563.6267,537.3867,104
61A3J022934,2019/3/21 16:37,351852100961902,619.2593,555.0933,104
61A3J022837,2019/3/21 16:38,351852100960938,634,546.5324,104
61A3J023703,2019/3/21 16:39,351852100969590,536.32,672.5981,104
61A3J022840,2019/3/21 16:40,351852100960961,649.0505,538.24,104
61A3J022987,2019/3/21 16:40,351852100962439,563.84,520.1067,105
61A3J022835,2019/3/21 16:41,351852100960912,558.9333,534.8267,105
61A3J024512,2019/3/21 16:42,351852100977684,540.3733,538.0267,105
61A3J021521,2019/3/21 16:43,351852100947778,580.3429,586.0822,105
61A3J021963,2019/3/21 16:43,351852100952190,530.1333,503.8933,105
61A3J021491,2019/3/21 16:44,351852100947471,569.0811,557.441,106
61A3J021729,2019/3/21 16:45,351852100949857,531.6267,521.8133,106
61A3J024504,2019/3/21 16:46,351852100977601,580.7407,533.12,106
61A3J021524,2019/3/21 16:46,351852100947802,554.4533,548.9396,106
61A3J021525,2019/3/21 16:47,351852100947810,569.1915,531.4133,106
61A3J021839,2019/3/21 16:47,351852100950954,542.5067,513.92,107
61A3J023843,2019/3/21 16:48,351852100970994,537.1733,511.5733,107
61A3J023841,2019/3/21 16:49,351852100970978,483.2,528,107
61A3J024306,2019/3/21 16:50,351852100975621,558.3893,535.4667,107
61A3J022931,2019/3/21 16:50,351852100961878,589.44,536.96,107
61A3J023742,2019/3/21 16:52,351852100969988,538.0267,531.4133,108
61A3J024303,2019/3/21 16:52,351852100975597,517.76,501.9733,108
61A3J021966,2019/3/21 16:53,351852100952224,578.3529,541.6216,108
61A3J023744,2019/3/21 16:53,351852100970002,582.6667,558.8188,108
61A3J022933,2019/3/21 16:54,351852100961894,613.1831,557.5556,108
61A3J022372,2019/3/21 16:55,351852100956282,605.44,529.0667,109
61A3J024175,2019/3/21 16:56,351852100974319,565.3333,518.6133,109
61A3J023743,2019/3/21 16:57,351852100969996,564.5891,555.52,109
61A3J021501,2019/3/21 16:57,351852100947570,549.1892,487.2533,109
61A3J023844,2019/3/21 16:58,351852100971000,555.3067,541.44,109
61A3J022992,2019/3/21 16:58,351852100962488,555.52,531.4595,110
61A3J024214,2019/3/21 17:14,351852100974707,608.4706,531.2,110
61A3J022366,2019/3/21 17:15,351852100956225,583.6418,537.6438,110
61A3J021984,2019/3/21 17:15,351852100952406,544.2133,526.5067,110
61A3J022584,2019/3/21 17:16,351852100958403,586.0267,664.4898,110
61A3J021909,2019/3/21 17:17,351852100951655,535.04,518.4,111
61A3J022995,2019/3/21 17:18,351852100962512,558.2933,488.96,111
61A3J022590,2019/3/21 17:19,351852100958460,542.9333,528.2133,111
61A3J022012,2019/3/21 17:19,351852100952687,593.6552,511.68,111
61A3J023829,2019/3/21 17:21,351852100970853,588.16,518.1867,111
61A3J023443,2019/3/21 17:22,351852100966992,533.76,504.32,112
61A3J023716,2019/3/21 17:22,351852100969723,538.88,502.8267,112
61A3J023176,2019/3/21 17:23,351852100964328,544,456.1067,112
61A3J022587,2019/3/21 17:24,351852100958437,549.12,507.7333,112
61A3J023902,2019/3/21 17:25,351852100971588,570.6667,541.0133,112
61A3J023336,2019/3/21 17:25,351852100965929,567.4667,509.8667,113
61A3J023446,2019/3/21 17:26,351852100967024,549.5467,544.64,113
61A3J024335,2019/3/21 17:27,351852100975910,575.3557,531.84,113
61A3J021897,2019/3/21 17:27,351852100951531,610.8444,504.32,113
61A3J022921,2019/3/21 17:28,351852100961779,613.7313,506.0267,113
61A3J022825,2019/3/21 17:29,351852100960813,503.68,534.731,114
61A3J022906,2019/3/21 17:29,351852100961621,539.9467,505.6,114
61A3J021526,2019/3/21 17:30,351852100947828,534.8267,529.28,114
61A3J021483,2019/3/21 17:30,351852100947398,571.0933,572.274,114
61A3J021994,2019/3/21 17:31,351852100952505,514.3467,500.48,114
61A3J021802,2019/3/21 17:31,351852100950582,550.4,475.52,115
61A3J023333,2019/3/21 17:32,351852100965895,593.0667,494.5067,115
61A3J022898,2019/3/21 17:33,351852100961548,579.84,487.68,115
61A3J021900,2019/3/21 17:33,351852100951564,504.5333,533.5467,115
61A3J021902,2019/3/21 17:34,351852100951580,534.6133,584.3862,115
61A3J022149,2019/3/21 17:34,351852100954055,555.9467,510.9262,116
61A3J021355,2019/3/21 17:35,351852100946119,517.9733,527.4631,116
61A3J021572,2019/3/21 17:35,351852100948289,577.7067,543.36,116
61A3J021969,2019/3/21 17:36,351852100952257,586.24,522.88,116
61A3J022845,2019/3/21 17:37,351852100961019,558.5067,553.7103,116
61A3J021357,2019/3/21 17:37,351852100946135,562.3467,508.5867,117
61A3J021359,2019/3/21 17:38,351852100946150,514.1333,540.16,117
61A3J022139,2019/3/21 17:39,351852100953958,478.5067,512.4267,117
61A3J021677,2019/3/21 17:40,351852100949337,556.3733,508.349,117
61A3J021555,2019/3/21 17:40,351852100948115,550.1867,532.48,117
61A3J023334,2019/3/21 17:41,351852100965903,539.0933,526.72,118
61A3J022419,2019/3/21 17:42,351852100956753,588.8,548.48,118
61A3J021574,2019/3/21 17:43,351852100948305,578.1333,538.88,118
61A3J024305,2019/3/21 17:43,351852100975613,546.3467,529.9854,118
61A3J021777,2019/3/21 17:44,351852100950335,571.52,519.04,118
61A3J021800,2019/3/21 17:45,351852100950566,540.4932,543.5733,119
61A3J021687,2019/3/21 17:45,351852100949436,513.5034,512.64,119
61A3J023191,2019/3/21 17:47,351852100964476,531.2,560.3265,119
61A3J021780,2019/3/21 17:47,351852100950368,603.4286,537.6,119
61A3J022421,2019/3/21 17:48,351852100956779,562.56,597.2603,119
61A3J021797,2019/3/21 17:49,351852100950533,541.6533,530.56,120
61A3J021758,2019/3/21 17:50,351852100950145,523.52,520.7467,120
61A3J023596,2019/3/21 17:52,351852100968527,494.2933,514.3467,120
61A3J024443,2019/3/21 17:53,351852100976991,542.9333,564.9655,120
61A3J021401,2019/3/21 17:54,351852100946572,562.7733,535.68,120
61A3J023910,2019/3/21 17:54,351852100971661,560.2133,497.0667,121
61A3J023591,2019/3/21 17:55,351852100968477,658.0763,526.9333,121
61A3J021353,2019/3/21 17:55,351852100946093,604.2353,585.2973,121
61A3J021661,2019/3/21 17:56,351852100949170,559.1351,518.6133,121
61A3J021406,2019/3/21 17:57,351852100946622,546.7733,548.507,121
61A3J021382,2019/3/21 17:57,351852100946382,557.6533,517.3333,122
61A3J022150,2019/3/21 17:58,351852100954063,559.7867,514.56,122
61A3J023569,2019/3/21 18:00,351852100968253,452.2667,423.4667,122
61A3J021402,2019/3/21 18:01,351852100946580,520.32,519.2533,122
61A3J021484,2019/3/21 18:01,351852100947406,534.1867,520.5333,122
61A3J021669,2019/3/21 18:02,351852100949253,548.2667,483.4133,123
61A3J022277,2019/3/21 18:02,351852100955334,520.7467,487.68,123
61A3B004076,2019/3/21 18:04,351852100915122,561.7067,544.2133,123
61A3J021979,2019/3/21 18:04,351852100952356,629.1376,534.4865,123
61A3J022137,2019/3/21 18:05,351852100953933,554.0267,546.3467,123
61A3J022922,2019/3/21 18:06,351852100961787,532.2667,536.7467,124
61A3J022525,2019/3/21 18:06,351852100957819,508.16,619.1845,124
61A3J023631,2019/3/21 18:07,351852100968873,549.76,465.4933,124
61A3J021773,2019/3/21 18:07,351852100950293,510.2933,542.5067,124
61A3J022099,2019/3/21 18:08,351852100953552,526.5067,539.0933,124
61A3J024682,2019/3/21 18:09,351852100979383,545.7067,521.6,125
61A3J022309,2019/3/21 18:11,351852100955656,558.9189,559.3425,125
61A3J021540,2019/3/21 18:11,351852100947968,521.6,537.6,125
61A3J022298,2019/3/21 18:12,351852100955540,513.7067,500.0533,125
61A3J022524,2019/3/21 18:14,351852100957801,548.0533,549.5467,125
61A3J021571,2019/3/21 18:14,351852100948271,562.9388,525.2267,126
61A3J022526,2019/3/21 18:15,351852100957827,580.6933,547.223,126
61A3J022113,2019/3/21 18:16,351852100953693,551.8933,608.5517,126
61A3J021685,2019/3/21 18:17,351852100949410,549.4422,513.28,126
61A3J021674,2019/3/21 18:17,351852100949303,524.5867,416.4267,126
61A3J021569,2019/3/21 18:18,351852100948255,480.4267,493.2267,127
61A3J021623,2019/3/21 18:18,351852100948792,575.1467,534.1867,127
61A3J021556,2019/3/21 18:19,351852100948123,578.8889,562.5946,127
61A3J021264,2019/3/21 18:20,351852100945202,550.8267,509.44,127
61A3J022884,2019/3/21 18:21,351852100961407,578.9358,496,127
61A3J021539,2019/3/21 18:22,351852100947950,561.28,559.8926,128
61A3J024336,2019/3/21 18:23,351852100975928,525.6533,559.4631,128
61A3J022280,2019/3/21 18:24,351852100955367,582.6133,509.0133,128
61A3J022541,2019/3/21 18:24,351852100957975,440.5333,490.4533,128
61A3J022745,2019/3/21 18:25,351852100960011,520.32,555.9467,128
61A3J021261,2019/3/21 18:25,351852100945178,549.5467,560.4267,129
61A3J022542,2019/3/21 18:26,351852100957983,621.4737,522.0267,129
61A3J023196,2019/3/21 18:27,351852100964526,570.6667,547.84,129
61A3J024320,2019/3/21 18:27,351852100975761,571.52,548.6933,129
61A3J024681,2019/3/21 18:28,351852100979375,620.2416,509.2267,129
61A3J021671,2019/3/21 18:28,351852100949279,532.6933,515.4133,130
61A3J024077,2019/3/21 18:29,351852100973337,523.52,551.3333,130
61A3J022420,2019/3/21 18:30,351852100956761,557.0133,520.1067,130
61A3J023741,2019/3/21 18:30,351852100969970,563.2,536.1067,130
61A3J024697,2019/3/21 18:31,351852100979532,493.8667,523.0933,130
61A3J024082,2019/3/21 18:32,351852100973386,509.2267,519.2533,131
61A3J021282,2019/3/21 18:32,351852100945384,549.12,511.1467,131
61A3J021775,2019/3/21 18:33,351852100950319,562.1333,516.9067,131
61A3J024080,2019/3/21 18:34,351852100973360,506.6667,591.3277,131
61A3J024435,2019/3/21 18:35,351852100976918,555.9467,553.7297,131
61A3J022744,2019/3/21 18:35,351852100960003,535.8933,532.2667,132
61A3J021523,2019/3/21 18:36,351852100947794,629.2048,520.7467,132
61A3J023267,2019/3/21 18:37,351852100965234,533.5467,588.3944,132
61A3J021404,2019/3/21 18:37,351852100946606,495.1467,490.4533,132
61A3J021481,2019/3/21 18:38,351852100947372,552.32,533.12,132
61A3J023521,2019/3/21 18:39,351852100967776,559.7867,549.76,133
61A3J024152,2019/3/21 18:39,351852100974087,574.2933,549.9733,133
61A3J021657,2019/3/21 18:40,351852100949139,549.3691,514.1333,133
61A3J021680,2019/3/21 18:41,351852100949360,548.7248,553.6,133
61A3J023197,2019/3/21 18:41,351852100964534,540.5867,539.0933,133
61A3J021502,2019/3/21 18:42,351852100947588,548.2953,522.4533,134
61A3J022260,2019/3/21 18:43,351852100955169,501.5467,460.16,134
61A3J024695,2019/3/21 18:44,351852100979516,580.9396,471.8933,134
61A3J021968,2019/3/21 18:45,351852100952240,618.3459,574.8321,134
61A3J023570,2019/3/21 18:45,351852100968261,534.1867,556.973,134
61A3J023842,2019/3/21 18:48,351852100970986,556.16,530.9867,135
61A3J021690,2019/3/21 18:49,351852100949469,551.68,561.2973,135
61A3J022282,2019/3/21 18:50,351852100955383,593.5135,530.8993,135
61A3J023629,2019/3/21 18:50,351852100968857,560.4267,512.4267,135
61A3J021692,2019/3/21 18:51,351852100949485,564.9067,547.84,135
61A3J022228,2019/3/21 18:51,351852100954840,495.5733,500.48,136
61A3J023572,2019/3/21 18:52,351852100968287,508.5867,489.3867,136
61A3J021384,2019/3/21 18:52,351852100946408,499.2,500.2667,136
61A3J022097,2019/3/21 18:55,351852100953537,516.6933,430.9333,136
61A3J022296,2019/3/21 18:55,351852100955524,584.4211,502.8267,136
61A3J022297,2019/3/21 18:56,351852100955532,516.6933,542.72,137
61A3J021965,2019/3/21 18:57,351852100952216,521.1733,492.8,137
61A3J021831,2019/3/21 18:57,351852100950871,511.5733,520.1067,137
61A3J021486,2019/3/21 18:58,351852100947422,560.7619,542.2933,137
61A3J023566,2019/3/21 18:58,351852100968220,602.0741,337.28,137
61A3J023331,2019/3/21 18:59,351852100965879,536.96,547.2,138
61A3J022295,2019/3/21 18:59,351852100955516,484.0533,484.0533,138
61A3J021899,2019/3/21 19:00,351852100951556,507.52,533.3333,138
61A3J021755,2019/3/21 19:01,351852100950111,617.8462,490.4533,138
61A3J022413,2019/3/21 19:01,351852100956696,564.9067,519.68,138
61A3J021799,2019/3/21 19:02,351852100950558,608.2336,526.72,139
61A3J022523,2019/3/21 19:04,351852100957793,600.9143,544.64,139
61A3J023677,2019/3/21 19:04,351852100969335,562.7211,551.7241,139
61A3J024694,2019/3/21 19:06,351852100979508,558.72,549.0759,139
61A3J022540,2019/3/21 19:07,351852100957967,583.04,485.5467,139
61A3J022602,2019/3/21 19:08,351852100958585,568.32,530.7733,140
61A3J023004,2019/3/21 19:17,351852100962603,559.5733,536.7467,140
61A3J022100,2019/3/21 19:17,351852100953560,532.0533,516.9067,140
61A3J024691,2019/3/21 19:18,351852100979474,525.8667,551.8933,140
61A3J022098,2019/3/21 19:21,351852100953545,642.4242,538.0267,140
61A3J021364,2019/3/21 19:24,351852100946200,602.8889,569.8133,141
61A3J022850,2019/3/21 19:24,351852100961068,538.5915,485.76,141
61A3J021283,2019/3/21 19:25,351852100945392,570.0267,497.4933,141
61A3J024318,2019/3/21 19:25,351852100975746,540.3733,508.5867,141
61A3J024684,2019/3/21 19:26,351852100979409,497.28,496,141
61A3J022849,2019/3/21 19:26,351852100961050,530.7733,535.4667,142
61A3J024500,2019/3/21 19:28,351852100977569,587.3067,552.2797,142
61A3J022871,2019/3/21 19:29,351852100961274,560.4267,558.08,142
61A3J022807,2019/3/21 19:30,351852100960631,525.2267,493.2267,142
61A3J022591,2019/3/21 19:30,351852100958478,589.0133,474.0267,142
61A3J023413,2019/3/21 19:31,351852100966695,541.0133,491.9467,143
61A3J022055,2019/3/21 19:31,351852100953115,576.64,488.5333,143
61A3J024688,2019/3/21 19:32,351852100979441,572.16,514.7733,143
61A3J022548,2019/3/21 19:33,351852100958049,484.9067,446.72,143
61A3J022990,2019/3/21 19:34,351852100962462,579.6267,538.2013,143
61A3J024315,2019/3/21 19:35,351852100975712,577.28,531.3289,144
61A3J022876,2019/3/21 19:36,351852100961324,506.0267,472.7467,144
61A3J022843,2019/3/21 20:04,351852100960995,528.8533,507.0933,144
61A3J024290,2019/3/21 20:05,351852100975464,528.8533,518.6133,144
61A3J021975,2019/3/21 20:06,351852100952315,552.96,530.9867,144
61A3J021378,2019/3/21 20:06,351852100946341,612.4444,559.5493,145
61A3J022879,2019/3/21 20:14,351852100961357,528.8533,534.4865,145
61A3J022867,2019/3/21 20:15,351852100961233,560.4267,564.2667,145
61A3J022869,2019/3/21 20:16,351852100961258,536.5333,517.5467,145
61A3J022510,2019/3/21 20:16,351852100957660,545.0667,524.3733,145
61A3J023702,2019/3/21 20:18,351852100969582,566.6133,526.72,146
61A3J023269,2019/3/21 20:19,351852100965259,522.6667,516.9067,146
61A3J024513,2019/3/21 20:20,351852100977692,564.9067,490.4533,146
61A3J024143,2019/3/21 20:20,351852100973998,544.4267,525.6533,146
61A3J024498,2019/3/21 20:22,351852100977544,570.6667,515.84,146
61A3J022874,2019/3/21 20:24,351852100961308,528.64,505.8133,147
61A3J022855,2019/3/21 20:25,351852100961118,549.12,508.3733,147
61A3J023582,2019/3/21 20:25,351852100968386,607.5646,579.6267,147
61A3J024092,2019/3/21 20:26,351852100973485,535.68,511.5733,147
61A3J022860,2019/3/21 20:27,351852100961167,569.1733,501.3333,147
61A3J022943,2019/3/21 20:27,351852100961993,546.1333,462.08,148
61A3J023270,2019/3/21 20:28,351852100965267,539.3067,488.7467,148
61A3J022873,2019/3/21 20:29,351852100961290,545.92,519.4667,148
61A3J022857,2019/3/21 20:29,351852100961134,578.4242,539.3067,148
61A3J022847,2019/3/21 20:30,351852100961035,537.3867,499.84,148
61A3J022930,2019/3/21 20:31,351852100961860,514.1333,519.04,149
61A3J024075,2019/3/21 20:31,351852100973311,548.0533,538.5578,149
61A3J023353,2019/3/21 20:32,351852100966091,463.36,494.5067,149
61A3J022279,2019/3/21 20:33,351852100955359,552.7467,507.52,149
61A3J022566,2019/3/21 20:33,351852100958221,529.0667,545.92,149
61A3J024041,2019/3/21 20:34,351852100972974,507.52,483.2,150
61A3J022053,2019/3/21 20:34,351852100953099,527.7867,528.8533,150
61A3J023998,2019/3/21 20:35,351852100972545,391.4667,492.8,150
61A3J024286,2019/3/21 20:36,351852100975423,546.6667,516.2667,150
61A3J021417,2019/3/21 20:37,351852100946739,444.8,472.32,150
61A3J022912,2019/3/21 20:38,351852100961688,522.24,468.6933,151
61A3J024698,2019/3/21 20:39,351852100979540,491.3067,492.16,151
61A3J022810,2019/3/21 20:39,351852100960664,573.8667,529.4933,151
61A3J023272,2019/3/21 20:40,351852100965283,510.5067,506.88,151
61A3J024590,2019/3/21 20:42,351852100978468,537.6,475.9467,151
61A3J023416,2019/3/21 20:42,351852100966729,552.96,515.2,152
61A3J024078,2019/3/21 20:43,351852100973345,557.0133,521.1733,152
61A3J022952,2019/3/21 20:44,351852100962082,592.4267,532.2667,152
61A3J022858,2019/3/21 20:44,351852100961142,472.32,515.6267,152
61A3J023308,2019/3/21 20:45,351852100965648,532.0533,486.8267,152
61A3J022185,2019/3/21 20:46,351852100954410,536.4832,515.6267,153
61A3J024079,2019/3/21 20:47,351852100973352,554.6667,583.0857,153
61A3J022567,2019/3/21 20:47,351852100958239,551.4667,523.52,153
61A3J022880,2019/3/21 20:48,351852100961365,519.4667,494.08,153
61A3J021362,2019/3/21 20:49,351852100946184,544.9697,544.8533,153
61A3J024696,2019/3/21 20:50,351852100979524,551.04,444.8,154
61A3J022852,2019/3/21 20:51,351852100961084,509.2267,516.0533,154
61A3J024687,2019/3/21 20:51,351852100979433,601.3884,532.48,154
61A3J022872,2019/3/21 20:52,351852100961282,530.1333,525.6533,154
61A3J024289,2019/3/21 20:53,351852100975456,557.8667,527.7867,154
61A3J022875,2019/3/21 20:54,351852100961316,485.3333,480,155
61A3J023351,2019/3/21 20:54,351852100966075,563.84,549.2603,155
61A3J022568,2019/3/21 20:55,351852100958247,522.24,538.6667,155
61A3J022140,2019/3/21 20:56,351852100953966,575.1467,539.0933,155
61A3J024285,2019/3/21 20:56,351852100975415,609.2886,530.3467,155
61A3J022892,2019/3/21 20:57,351852100961480,497.92,522.88,156
61A3J022878,2019/3/21 20:57,351852100961340,524.6711,537.1733,156
61A3J023303,2019/3/21 20:58,351852100965598,597.9733,559.0204,156
61A3J022909,2019/3/21 20:59,351852100961654,550.7737,525.6533,156
61A3J021553,2019/3/21 21:00,351852100948099,546.9867,557.3154,156
61A3J022508,2019/3/21 21:00,351852100957645,616.1655,513.4933,157
61A3J022887,2019/3/21 21:01,351852100961431,599.0137,493.8667,157
61A3J022116,2019/3/21 21:02,351852100953727,551.2533,530.9867,157
61A3J024690,2019/3/21 21:03,351852100979466,507.7333,505.8133,157
61A3J024288,2019/3/21 21:05,351852100975449,561.92,508.16,157
61A3J022877,2019/3/21 21:05,351852100961332,483.4133,445.6533,158
61A3J022501,2019/3/21 21:06,351852100957579,515.6267,528,158
